U I Ig I' I'g I'' I''g
7.000000 3.907832 5.114276 0.406759 0.419538 -0.053328 -0.050461
7.100000 3.895030 5.154866 0.409451 0.414301 -0.049002 -0.048372
7.200000 3.912720 5.196016 0.404552 0.409429 -0.057675 -0.046721
7.300000 4.006742 5.236046 0.413663 0.402898 -0.062803 -0.045474
7.400000 3.989165 5.278254 0.401831 0.397523 -0.040622 -0.044338
7.500000 4.026698 5.316368 0.388615 0.394421 -0.033423 -0.043091
7.600000 4.083456 5.356398 0.391810 0.390362 -0.045537 -0.041900
7.700000 4.108832 5.394863 0.398622 0.385716 -0.040765 -0.040794
7.800000 4.113916 5.436038 0.405469 0.382524 -0.023854 -0.040761
7.900000 4.168295 5.475141 0.377152 0.380635 -0.019980 -0.040383
8.000000 4.191686 5.512060 0.374943 0.378336 -0.021312 -0.038937
8.100000 4.176904 5.550456 0.386531 0.376191 -0.028071 -0.038127
8.200000 4.259530 5.588628 0.366853 0.372552 -0.042073 -0.037925
8.300000 4.242761 5.623846 0.347401 0.368042 -0.046093 -0.036713
8.400000 4.334605 5.658955 0.363977 0.363627 -0.039765 -0.034753
8.500000 4.368495 5.696190 0.359585 0.360105 -0.034494 -0.034060
8.600000 4.302398 5.730609 0.345971 0.356774 -0.026193 -0.033487
8.700000 4.375420 5.765577 0.339886 0.354609 -0.025194 -0.031986
8.800000 4.416599 5.798890 0.343562 0.351094 -0.052250 -0.031145
8.900000 4.429160 5.834573 0.358728 0.344899 -0.048909 -0.031748
9.000000 4.460732 5.870302 0.359702 0.341791 -0.026339 -0.032629
9.100000 4.466407 5.906403 0.361712 0.338878 -0.036311 -0.033395
9.200000 4.501572 5.941882 0.333018 0.334538 -0.044762 -0.033727
9.300000 4.528670 5.973158 0.309843 0.330448 -0.032219 -0.032828
9.400000 4.561607 6.004722 0.320953 0.328066 -0.021652 -0.031588
9.500000 4.580758 6.037313 0.327864 0.325763 -0.026068 -0.030687
9.600000 4.610445 6.069979 0.318665 0.323040 -0.021386 -0.029637
9.700000 4.614760 6.101777 0.346352 0.321524 -0.014006 -0.029861
9.800000 4.623834 6.138035 0.324803 0.319816 -0.023107 -0.030890
9.900000 4.653630 6.166137 0.275372 0.316778 -0.036515 -0.028960
10.000000 4.725934 6.195097 0.311894 0.312799 -0.038479 -0.026923
10.100000 4.690165 6.227826 0.313773 0.309203 -0.037411 -0.026977
10.200000 4.764998 6.257274 0.295389 0.305392 -0.035029 -0.026111
10.300000 4.765116 6.287030 0.280965 0.302417 -0.023206 -0.024039
10.400000 4.753885 6.314261 0.297371 0.300548 -0.020048 -0.022677
10.500000 4.766886 6.346559 0.315623 0.298300 -0.020855 -0.022937
10.600000 4.842564 6.376664 0.302401 0.296515 -0.012444 -0.022829
10.700000 4.858843 6.407506 0.314132 0.295174 -0.030893 -0.022675
10.800000 4.860639 6.438958 0.304019 0.290471 -0.046806 -0.023458
10.900000 4.899185 6.467951 0.279758 0.287021 -0.011719 -0.023144
11.000000 4.926689 6.495402 0.275166 0.287457 -0.006135 -0.021517
11.100000 4.998470 6.523353 0.284192 0.285126 -0.027457 -0.020075
11.200000 4.932055 6.551971 0.281682 0.282675 -0.018139 -0.018974
11.300000 5.009888 6.579474 0.270548 0.281711 -0.001244 -0.017920
11.400000 5.008140 6.606352 0.270595 0.281906 -0.003618 -0.016857
11.500000 5.028628 6.633741 0.273745 0.280472 -0.027102 -0.015783
11.600000 5.084065 6.661394 0.290364 0.277102 -0.023806 -0.015853
11.700000 5.073196 6.691314 0.290513 0.275802 -0.018164 -0.016852
11.800000 5.084297 6.718501 0.247583 0.273109 -0.030446 -0.015427
11.900000 5.121201 6.741984 0.252355 0.270326 -0.016503 -0.012561
12.000000 5.118884 6.769650 0.284529 0.269828 -0.002355 -0.012624
12.100000 5.149083 6.797683 0.262946 0.269352 -0.008193 -0.012779
12.200000 5.210099 6.822659 0.262294 0.268147 -0.014281 -0.011080
12.300000 5.167802 6.850517 0.275160 0.266709 -0.012908 -0.010657
12.400000 5.191694 6.877574 0.285059 0.265824 -0.000888 -0.011524
12.500000 5.222028 6.906815 0.267253 0.266263 0.002521 -0.011765
12.600000 5.263400 6.930968 0.244856 0.265637 -0.022334 -0.010537
12.700000 5.301162 6.956966 0.275088 0.262189 -0.033424 -0.010058
12.800000 5.310077 6.984954 0.257593 0.260035 -0.000973 -0.010216
12.900000 5.314672 7.008596 0.245558 0.261553 0.013381 -0.008771
13.000000 5.321602 7.034898 0.269303 0.261721 -0.013035 -0.007966
13.100000 5.352771 7.061847 0.265175 0.259615 -0.009396 -0.008276
13.200000 5.418440 7.087801 0.258882 0.260172 0.008218 -0.007921
13.300000 5.421776 7.113613 0.251498 0.260442 -0.009245 -0.007514
13.400000 5.421478 7.138367 0.251964 0.258469 -0.019458 -0.006988
13.500000 5.475270 7.164577 0.279796 0.257083 -0.008666 -0.006944
13.600000 5.463728 7.193158 0.260619 0.256655 -0.001327 -0.007550
13.700000 5.476770 7.216182 0.217943 0.256332 -0.013752 -0.006111
13.800000 5.507507 7.238458 0.245287 0.254047 -0.021480 -0.003622
13.900000 5.529670 7.265449 0.279463 0.252723 -9.935384E-5 -0.003835
14.000000 5.543241 7.292954 0.255870 0.253559 0.000400 -0.005124
14.100000 5.586075 7.316793 0.240314 0.252546 -0.008859 -0.004385
14.200000 5.622037 7.342165 0.274646 0.252158 -0.000744 -0.004293
14.300000 5.619752 7.370759 0.267947 0.252139 -0.005736 -0.005864
14.400000 5.654498 7.395106 0.233737 0.251193 -0.001847 -0.005815
14.500000 5.634129 7.418785 0.255957 0.251713 2.953726E-5 -0.005265
14.600000 5.700787 7.445886 0.258268 0.250971 -0.010212 -0.005848
14.700000 5.703110 7.469850 0.238055 0.250326 0.007893 -0.005983
14.800000 5.760801 7.493712 0.227122 0.252345 0.018845 -0.004621
14.900000 5.744650 7.515728 0.229770 0.253234 -0.005435 -0.002624
15.000000 5.756759 7.540357 0.263132 0.251623 -0.013705 -0.002919
15.100000 5.772732 7.567284 0.248029 0.251075 0.002500 -0.003972
15.200000 5.802163 7.590406 0.257010 0.251521 -0.007481 -0.003637
15.300000 5.830397 7.618483 0.258491 0.249419 -0.024760 -0.003690
15.400000 5.887822 7.641532 0.231633 0.247352 -0.008214 -0.003219
15.500000 5.813749 7.666110 0.262894 0.247433 -0.007907 -0.002955
15.600000 5.887552 7.693468 0.264199 0.245485 -0.020923 -0.004130
15.700000 5.841448 7.718493 0.247071 0.243969 -0.004145 -0.004980
15.800000 5.966371 7.743557 0.260345 0.244748 0.014840 -0.006080
15.900000 5.917340 7.770339 0.263960 0.246511 0.020462 -0.007933
16.000000 5.948876 7.795820 0.245638 0.248013 -0.006304 -0.008330
16.100000 5.969285 7.819844 0.244364 0.245540 -0.021704 -0.007519
16.200001 5.999940 7.844835 0.249681 0.244543 -0.001831 -0.007768
16.299999 5.966897 7.869225 0.230503 0.244794 -0.001853 -0.007811
16.400000 6.059030 7.891244 0.224533 0.244246 0.004144 -0.006494
16.500000 6.022684 7.914512 0.235431 0.245390 0.003715 -0.005577
16.600000 6.087986 7.937692 0.215047 0.244336 -0.024664 -0.004062
16.700001 6.050000 7.958292 0.226435 0.241054 -0.028058 -0.001671
16.799999 6.081609 7.983433 0.254412 0.239161 -0.015210 -0.000860
16.900000 6.145774 8.008712 0.264148 0.237657 -0.020057 -0.001455
17.000000 6.142841 8.035759 0.261323 0.235412 -0.013783 -0.002825
17.100000 6.161467 8.059930 0.211186 0.235136 0.003326 -0.002203
17.200001 6.173578 8.079584 0.227102 0.235527 -0.002721 7.210722E-5
17.299999 6.198388 8.105887 0.262280 0.234585 -0.008386 4.480957E-5
17.400000 6.228313 8.130893 0.246989 0.234271 0.002896 -0.000369
17.500000 6.254182 8.155662 0.255645 0.235149 0.011047 -0.000702
17.600000 6.231799 8.181397 0.240769 0.236565 0.023900 -0.001028
17.700001 6.308978 8.203146 0.195282 0.239682 0.029287 0.001514
17.799999 6.304145 8.221848 0.207309 0.241858 0.012899 0.004795
17.900000 6.324892 8.244931 0.228771 0.242349 0.002349 0.006270
18.000000 6.385700 8.266901 0.216817 0.242418 -0.008324 0.007706
18.100000 6.329766 8.289047 0.239827 0.241345 0.006767 0.008530
18.200001 6.377808 8.314595 0.252585 0.243818 0.026073 0.007743
18.299999 6.414642 8.338693 0.229890 0.245424 -0.002405 0.007864
18.400000 6.452531 8.360969 0.223911 0.243759 -0.010543 0.009155
18.500000 6.483475 8.384168 0.242971 0.243757 -0.002849 0.009286
18.600000 6.456388 8.409699 0.265174 0.243136 -0.003135 0.008596
18.700001 6.483427 8.436969 0.280506 0.243862 0.028719 0.006755
18.799999 6.476051 8.465174 0.272128 0.248359 0.040838 0.003914
18.900000 6.532097 8.491358 0.264716 0.251080 0.015766 0.002234
19.000000 6.507890 8.518253 0.265609 0.251879 0.010103 0.001124
19.100000 6.545959 8.543946 0.238786 0.253104 0.003521 0.001076
19.200001 6.567174 8.567146 0.263111 0.252423 -0.013197 0.000502
19.299999 6.582307 8.595956 0.260825 0.251206 -0.000184 -0.001254
19.400000 6.579034 8.618602 0.227313 0.252529 0.018723 -0.001280
19.500000 6.625289 8.642609 0.246954 0.254168 0.005648 -0.001540
19.600000 6.612832 8.667598 0.242604 0.253652 -0.003434 -0.002082
19.700001 6.712411 8.691573 0.256011 0.253418 -0.014770 -0.002353
19.799999 6.732326 8.719185 0.289729 0.250656 -0.030367 -0.005170
19.900000 6.700829 8.748095 0.264452 0.247921 -0.022393 -0.008101
20.000000 6.741187 8.772103 0.245550 0.246114 -0.020960 -0.008596
20.100000 6.744970 8.797576 0.242531 0.243952 -0.009323 -0.008856
20.200001 6.774421 8.820371 0.225534 0.244058 -0.005287 -0.008821
20.299999 6.750417 8.843203 0.227011 0.242663 -0.010810 -0.007070
20.400000 6.815836 8.866476 0.257676 0.242146 -0.002943 -0.006473
20.500000 6.869016 8.893997 0.258329 0.241623 -0.016002 -0.008028
20.600000 6.889693 8.917515 0.232153 0.239267 -0.014242 -0.008349
20.700001 6.872340 8.941528 0.260260 0.238835 -0.008809 -0.009221
20.799999 6.857803 8.968138 0.222497 0.236932 -0.030443 -0.009542
20.900000 6.861617 8.986664 0.214692 0.233512 -0.020725 -0.007285
21.000000 6.925850 9.011612 0.226766 0.233214 0.005372 -0.005740
21.100000 6.959752 9.031690 0.220214 0.233967 0.004648 -0.004339
21.200001 6.981190 9.056225 0.241013 0.234124 0.004247 -0.003277
21.299999 6.954826 9.079310 0.233815 0.235212 0.023594 -0.002655
21.400000 7.002530 9.103355 0.249956 0.238082 0.012345 -0.002260
21.500000 6.950464 9.128151 0.216335 0.237316 -0.013943 -0.001929
21.600000 7.045839 9.147007 0.197476 0.236143 -0.001084 0.000553
21.700001 7.094224 9.168927 0.233532 0.236437 -0.021748 0.002815
21.799999 7.100138 9.192592 0.216042 0.232346 -0.021508 0.004277
21.900000 7.121744 9.212593 0.217914 0.233033 0.017028 0.006929
22.000000 7.159017 9.237082 0.258206 0.234729 0.010043 0.007815
22.100000 7.122803 9.263354 0.261346 0.235065 0.008480 0.006678
22.200001 7.188896 9.288835 0.245838 0.236549 0.012965 0.006131
22.299999 7.212077 9.313000 0.248383 0.237420 0.007790 0.006373
22.400000 7.165438 9.339239 0.287276 0.238009 -0.002523 0.004589
22.500000 7.181602 9.368523 0.241598 0.237399 0.004001 0.002745
22.600000 7.252182 9.388291 0.233700 0.239405 0.036119 0.003815
22.700001 7.171385 9.415502 0.238308 0.243787 0.033278 0.004484
22.799999 7.274576 9.434628 0.174357 0.245773 0.021890 0.007945
22.900000 7.299826 9.453250 0.236935 0.248410 0.025232 0.011908
23.000000 7.304048 9.481047 0.250291 0.250118 -0.002106 0.011857
23.100000 7.340594 9.502532 0.233837 0.248267 -0.018518 0.012202
23.200001 7.356208 9.528541 0.251370 0.247163 -0.006833 0.011980
23.299999 7.341222 9.552590 0.259306 0.246989 0.009342 0.010462
23.400000 7.361835 9.579865 0.246185 0.248094 -0.013888 0.010122
23.500000 7.377276 9.601962 0.237137 0.244508 -0.026365 0.011067
23.600000 7.420529 9.628095 0.258472 0.243976 0.008522 0.011488
23.700001 7.423923 9.653862 0.289493 0.245680 0.012960 0.008974
23.799999 7.470813 9.684897 0.275244 0.247244 0.050947 0.005912
23.900000 7.456579 9.708987 0.271403 0.255100 0.061713 0.004500
24.000000 7.570558 9.738804 0.253796 0.258198 0.015944 0.003768
24.100000 7.542408 9.759438 0.219338 0.259259 0.017286 0.004949
24.200001 7.549536 9.783945 0.238153 0.261390 0.003822 0.006501
24.299999 7.577790 9.806904 0.242195 0.259889 -0.018916 0.007122
24.400000 7.626610 9.832752 0.271583 0.258645 0.000659 0.006059
24.500000 7.634939 9.859265 0.211961 0.260001 0.017322 0.006544
24.600000 7.608843 9.876934 0.230424 0.261497 0.012832 0.009540
24.700001 7.607443 9.906002 0.269485 0.261918 -0.016677 0.009482
24.799999 7.638868 9.930135 0.271151 0.258583 -0.031022 0.008197
24.900000 7.709606 9.961498 0.339330 0.256701 -0.007765 0.003521
25.000000 7.691105 9.995519 0.302006 0.256988 0.009866 -0.002924
25.100000 7.682186 10.021876 0.272577 0.258478 0.022709 -0.005165
25.200001 7.759767 10.050753 0.278574 0.260959 0.014069 -0.007065
25.299999 7.745575 10.076279 0.219844 0.261215 0.006203 -0.007544
25.400000 7.792519 10.096458 0.233194 0.262003 -0.012987 -0.005549
25.500000 7.786095 10.123699 0.274655 0.259388 -0.003690 -0.005120
25.600000 7.801054 10.150280 0.268559 0.261928 0.036548 -0.006503
25.700001 7.867274 10.177270 0.267307 0.265038 0.007291 -0.008360
25.799999 7.855200 10.202755 0.219462 0.263344 -0.014019 -0.007509
25.900000 7.929434 10.222733 0.235721 0.261975 -0.047245 -0.005336
26.000000 7.928060 10.250627 0.277436 0.254245 -0.073637 -0.005931
26.100000 7.905735 10.277374 0.285076 0.248936 -0.031121 -0.008287
26.200001 7.997999 10.306963 0.271442 0.247400 -0.022608 -0.011084
26.299999 7.950411 10.331334 0.243533 0.244559 -0.006227 -0.012799
26.400000 8.042277 10.356574 0.258745 0.246359 0.022980 -0.013858
26.500000 8.026748 10.382023 0.216667 0.248080 0.009656 -0.012848
26.600000 8.005322 10.401984 0.265289 0.247987 -0.011720 -0.012143
26.700001 8.039330 10.434611 0.295744 0.246000 -0.026160 -0.015158
26.799999 8.031687 10.458930 0.233920 0.243787 0.001200 -0.016064
26.900000 8.027103 10.482696 0.242389 0.245868 0.014597 -0.015042
27.000000 8.129617 10.505963 0.177004 0.245493 -0.020261 -0.011967
27.100000 8.163360 10.520009 0.190520 0.242134 -0.039599 -0.006910
27.200001 8.164868 10.545025 0.240314 0.238227 -0.036025 -0.004854
27.299999 8.183774 10.566567 0.218919 0.235259 -0.021948 -0.003482
27.400000 8.169822 10.590051 0.257635 0.233721 -0.016037 -0.003003
27.500000 8.211118 10.617521 0.269334 0.232420 0.008225 -0.004616
27.600000 8.208659 10.643494 0.272714 0.234760 0.011097 -0.005808
27.700001 8.170601 10.670903 0.226829 0.233700 -0.026757 -0.005416
27.799999 8.218676 10.689850 0.220829 0.230642 -0.011733 -0.003588
27.900000 8.292658 10.716179 0.263174 0.231586 0.007436 -0.003014
28.000000 8.241792 10.740707 0.227843 0.231926 0.017334 -0.003097
28.100000 8.262449 10.761946 0.206899 0.235053 0.032558 -0.001520
28.200001 8.309052 10.782577 0.203028 0.237579 0.012052 0.000978
28.299999 8.307739 10.802862 0.209110 0.237733 0.006200 0.003306
28.400000 8.296056 10.824399 0.211229 0.238906 0.003829 0.004963
28.500000 8.360423 10.845590 0.231430 0.238236 -0.010890 0.006339
28.600000 8.328566 10.870928 0.265797 0.237009 -0.015363 0.006559
28.700001 8.437383 10.897378 0.243031 0.235621 -0.003499 0.007250
28.799999 8.417847 10.919744 0.231528 0.236417 0.012232 0.007941
28.900000 8.393472 10.944480 0.253742 0.237703 0.013262 0.008632
29.000000 8.463748 10.969917 0.249545 0.238988 0.012855 0.009322
29.100000 8.456635 10.994273 0.242660 0.240274 0.012855 0.010013
29.200001 8.438064 11.018629 0.243560 0.241559 0.012855 0.010704
29.299999 8.556581 11.042985 0.243560 0.242845 0.012855 0.011395
29.400000 8.553947 11.067341 0.243560 0.244130 0.012855 0.012086
29.500000 8.487986 11.091697 0.243560 0.245416 0.012855 0.012776
29.600000 8.550444 11.116053 0.243560 0.246701 0.012855 0.013467
